Gene	Gene name	Cancer	High	Medium	Low	Not detected	prognostic - favorable	unprognostic - favorable	prognostic - unfavorable	unprognostic - unfavorable
ENSG00000085231	AK6	liver cancer	5.0	1.0	0.0	5.0			0.0009541	
ENSG00000085265	FCN1	liver cancer	0.0	0.0	0.0	9.0		0.003662		
ENSG00000085274	MYNN	liver cancer	0.0	2.0	9.0	1.0				0.03086
ENSG00000085276	MECOM	liver cancer	1.0	9.0	2.0	0.0				0.01825
ENSG00000085377	PREP	liver cancer	0.0	0.0	5.0	6.0				0.002631
ENSG00000085415	SEH1L	liver cancer	0.0	0.0	0.0	12.0				0.001127
ENSG00000085433	WDR47	liver cancer	5.0	7.0	0.0	0.0				0.004051
ENSG00000085449	WDFY1	liver cancer	0.0	3.0	5.0	3.0				0.02632
ENSG00000085465	OVGP1	liver cancer	0.0	0.0	0.0	8.0				0.02328
ENSG00000085491	SLC25A24	liver cancer	1.0	1.0	0.0	7.0				0.0008538
ENSG00000085511	MAP3K4	liver cancer	7.0	2.0	1.0	0.0				0.001349
ENSG00000085514	PILRA	liver cancer	0.0	0.0	0.0	11.0				0.1444
ENSG00000085552	IGSF9	liver cancer	4.0	8.0	0.0	0.0		0.008926		
ENSG00000085563	ABCB1	liver cancer	1.0	6.0	1.0	2.0				0.002235
ENSG00000085644	ZNF213	liver cancer	0.0	4.0	7.0	1.0			0.0006745	
ENSG00000085662	AKR1B1	liver cancer	0.0	0.0	0.0	10.0				0.04182
ENSG00000085719	CPNE3	liver cancer	0.0	9.0	1.0	2.0				0.08399
ENSG00000085721	RRN3	liver cancer	5.0	2.0	1.0	4.0		0.0367		
ENSG00000085733	CTTN	liver cancer	0.0	4.0	1.0	5.0			0.0004452	
ENSG00000085741	WNT11	liver cancer	0.0	0.0	0.0	12.0		0.07876		
ENSG00000085760	MTIF2	liver cancer	0.0	2.0	2.0	7.0				0.009758
ENSG00000085788	DDHD2	liver cancer	0.0	4.0	6.0	2.0				0.04535
ENSG00000085831	TTC39A	liver cancer	1.0	4.0	5.0	2.0			5.054e-05	
ENSG00000085832	EPS15	liver cancer	0.0	5.0	3.0	3.0				0.004956
ENSG00000085840	ORC1	liver cancer	0.0	2.0	4.0	6.0			3.224e-05	
ENSG00000085871	MGST2	liver cancer	6.0	3.0	2.0	0.0		0.01021		
ENSG00000085978	ATG16L1	liver cancer	0.0	3.0	1.0	8.0			1.484e-05	
ENSG00000085982	USP40	liver cancer	1.0	7.0	0.0	2.0				0.05299
ENSG00000085998	POMGNT1	liver cancer	0.0	2.0	1.0	9.0			0.000352	
ENSG00000085999	RAD54L	liver cancer	0.0	3.0	1.0	8.0				9.754e-06
ENSG00000086015	MAST2	liver cancer	0.0	0.0	0.0	11.0			4.311e-08	
ENSG00000086061	DNAJA1	liver cancer	3.0	8.0	0.0	1.0				0.03174
ENSG00000086062	B4GALT1	liver cancer	8.0	4.0	0.0	0.0				0.0308
ENSG00000086065	CHMP5	liver cancer	0.0	1.0	2.0	9.0				0.0387
ENSG00000086102	NFX1	liver cancer	2.0	6.0	2.0	0.0				0.0911
ENSG00000086159	AQP6	liver cancer	0.0	0.0	0.0	11.0				0.03454
ENSG00000086189	DIMT1	liver cancer	0.0	9.0	2.0	1.0			0.0006932	
ENSG00000086200	IPO11	liver cancer	1.0	5.0	3.0	2.0			4.277e-05	
ENSG00000086205	FOLH1	liver cancer	0.0	0.0	0.0	11.0	0.0004251			
ENSG00000086232	EIF2AK1	liver cancer	2.0	10.0	0.0	0.0			0.0006988	
ENSG00000086288	NME8	liver cancer	0.0	0.0	0.0	11.0		0.06558		
ENSG00000086289	EPDR1	liver cancer	7.0	4.0	1.0	0.0			0.0006969	
ENSG00000086300	SNX10	liver cancer	0.0	0.0	1.0	11.0				0.00248
ENSG00000086475	SEPHS1	liver cancer	2.0	6.0	2.0	2.0			2.155e-07	
ENSG00000086504	MRPL28	liver cancer	3.0	6.0	2.0	0.0				0.292
ENSG00000086544	ITPKC	liver cancer	0.0	8.0	3.0	1.0				0.06057
ENSG00000086548	CEACAM6	liver cancer	0.0	1.0	1.0	9.0				0.02323
ENSG00000086570	FAT2	liver cancer	0.0	0.0	0.0	11.0				0.009783
ENSG00000086589	RBM22	liver cancer	7.0	2.0	1.0	0.0			5.5e-06	
ENSG00000086598	TMED2	liver cancer	6.0	6.0	0.0	0.0				0.003571
ENSG00000086619	ERO1B	liver cancer	0.0	7.0	3.0	1.0		0.0249		
ENSG00000086666	ZFAND6	liver cancer	6.0	4.0	0.0	0.0				0.04262
ENSG00000086696	HSD17B2	liver cancer	0.0	0.0	1.0	10.0		0.04293		
ENSG00000086712	TXLNG	liver cancer	0.0	3.0	1.0	8.0			6.328e-06	
ENSG00000086730	LAT2	liver cancer	0.0	0.0	0.0	11.0				0.02791
ENSG00000086758	HUWE1	liver cancer	0.0	5.0	5.0	1.0				0.01334
ENSG00000086827	ZW10	liver cancer	1.0	6.0	3.0	0.0			0.0008575	
ENSG00000086848	ALG9	liver cancer	4.0	6.0	1.0	0.0		0.02427		
ENSG00000086967	MYBPC2	liver cancer	0.0	0.0	2.0	9.0				0.006215
ENSG00000087008	ACOX3	liver cancer	0.0	0.0	1.0	9.0		0.221		
ENSG00000087053	MTMR2	liver cancer	0.0	0.0	0.0	12.0			1.611e-08	
ENSG00000087074	PPP1R15A	liver cancer	0.0	3.0	2.0	7.0			0.000195	
ENSG00000087076	HSD17B14	liver cancer	0.0	2.0	8.0	2.0		0.07539		
ENSG00000087077	TRIP6	liver cancer	1.0	8.0	2.0	0.0				0.03182
ENSG00000087086	FTL	liver cancer	5.0	2.0	1.0	2.0				0.002161
ENSG00000087087	SRRT	liver cancer	7.0	3.0	2.0	0.0			1.897e-05	
ENSG00000087088	BAX	liver cancer	2.0	8.0	1.0	1.0			1.632e-05	
ENSG00000087095	NLK	liver cancer	2.0	4.0	2.0	2.0				0.01671
ENSG00000087111	PIGS	liver cancer	0.0	6.0	4.0	2.0			0.0001859	
ENSG00000087116	ADAMTS2	liver cancer	0.0	6.0	4.0	2.0				0.1094
ENSG00000087152	ATXN7L3	liver cancer	0.0	5.0	1.0	5.0			0.0004029	
ENSG00000087157	PGS1	liver cancer	1.0	9.0	2.0	0.0			0.0001373	
ENSG00000087191	PSMC5	liver cancer	0.0	3.0	9.0	0.0				0.008286
ENSG00000087206	UIMC1	liver cancer	0.0	0.0	3.0	8.0			7.672e-06	
ENSG00000087245	MMP2	liver cancer	0.0	0.0	3.0	6.0				0.1738
ENSG00000087250	MT3	liver cancer	0.0	0.0	0.0	11.0				0.003488
ENSG00000087253	LPCAT2	liver cancer	0.0	1.0	1.0	10.0				0.008122
ENSG00000087258	GNAO1	liver cancer	0.0	0.0	0.0	11.0		0.06867		
ENSG00000087263	OGFOD1	liver cancer	0.0	5.0	2.0	3.0			0.0007019	
ENSG00000087266	SH3BP2	liver cancer	7.0	5.0	0.0	0.0		0.06577		
ENSG00000087269	NOP14	liver cancer	0.0	1.0	1.0	10.0			0.00091	
ENSG00000087274	ADD1	liver cancer	0.0	0.0	1.0	9.0				0.005069
ENSG00000087299	L2HGDH	liver cancer	5.0	4.0	2.0	0.0				0.0884
ENSG00000087301	TXNDC16	liver cancer	10.0	2.0	0.0	0.0				0.2495
ENSG00000087302	RTRAF	liver cancer	0.0	5.0	3.0	3.0				0.001659
ENSG00000087303	NID2	liver cancer	0.0	8.0	2.0	1.0				0.05373
ENSG00000087338	GMCL1	liver cancer	0.0	3.0	2.0	7.0				0.05204
ENSG00000087365	SF3B2	liver cancer	8.0	4.0	0.0	0.0			6.431e-05	
ENSG00000087448	KLHL42	liver cancer	0.0	0.0	0.0	12.0				0.007384
ENSG00000087460	GNAS	liver cancer	3.0	2.0	2.0	5.0				0.004528
ENSG00000087470	DNM1L	liver cancer	0.0	7.0	1.0	4.0			6.271e-06	
ENSG00000087494	PTHLH	liver cancer	0.0	1.0	3.0	7.0			0.0003367	
ENSG00000087502	ERGIC2	liver cancer	2.0	4.0	1.0	1.0			8.056e-06	
ENSG00000087510	TFAP2C	liver cancer	0.0	0.0	0.0	12.0				0.02542
ENSG00000087586	AURKA	liver cancer	0.0	0.0	4.0	7.0			0.0001494	
ENSG00000087589	CASS4	liver cancer	0.0	3.0	0.0	9.0		0.2062		
ENSG00000087842	PIR	liver cancer	1.0	9.0	1.0	0.0				0.006702
ENSG00000087884	AAMDC	liver cancer	1.0	1.0	1.0	7.0				0.3004
ENSG00000087903	RFX2	liver cancer	0.0	0.0	1.0	11.0				0.01216
ENSG00000088002	SULT2B1	liver cancer	0.0	0.0	2.0	10.0				0.04431
ENSG00000088035	ALG6	liver cancer	2.0	5.0	2.0	1.0			0.0009456	
ENSG00000088038	CNOT3	liver cancer	0.0	7.0	2.0	2.0			0.0002217	
ENSG00000088053	GP6	liver cancer	0.0	2.0	4.0	4.0		0.0007502		
ENSG00000088179	PTPN4	liver cancer	0.0	2.0	1.0	9.0				0.234
ENSG00000088205	DDX18	liver cancer	0.0	8.0	1.0	1.0			0.0003074	
ENSG00000088247	KHSRP	liver cancer	4.0	5.0	2.0	1.0				0.02553
ENSG00000088256	GNA11	liver cancer	0.0	1.0	1.0	10.0			0.0004855	
ENSG00000088280	ASAP3	liver cancer	0.0	0.0	0.0	11.0				0.001186
ENSG00000088298	EDEM2	liver cancer	3.0	8.0	1.0	0.0				0.001307
ENSG00000088305	DNMT3B	liver cancer	0.0	1.0	4.0	6.0				0.000439
ENSG00000088320	REM1	liver cancer	1.0	7.0	2.0	2.0		0.4392		
ENSG00000088325	TPX2	liver cancer	0.0	10.0	1.0	1.0			8.068e-07	
ENSG00000088356	PDRG1	liver cancer	0.0	0.0	2.0	9.0			2.62e-05	
ENSG00000088367	EPB41L1	liver cancer	0.0	3.0	1.0	8.0				0.1234
ENSG00000088386	SLC15A1	liver cancer	1.0	6.0	2.0	0.0				0.07826
ENSG00000088387	DOCK9	liver cancer	0.0	8.0	4.0	0.0				0.03623
ENSG00000088448	ANKRD10	liver cancer	0.0	6.0	3.0	1.0				0.004969
ENSG00000088451	TGDS	liver cancer	0.0	0.0	1.0	9.0		0.1603		
ENSG00000088538	DOCK3	liver cancer	0.0	0.0	3.0	8.0				0.04644
ENSG00000088543	C3orf18	liver cancer	0.0	9.0	1.0	2.0				0.1435
ENSG00000088682	COQ9	liver cancer	5.0	4.0	0.0	1.0		0.1105		
ENSG00000088726	TMEM40	liver cancer	0.0	2.0	1.0	9.0				0.0005151
ENSG00000088727	KIF9	liver cancer	8.0	3.0	0.0	0.0				0.002797
ENSG00000088756	ARHGAP28	liver cancer	0.0	0.0	0.0	11.0				0.001106
ENSG00000088808	PPP1R13B	liver cancer	2.0	8.0	2.0	0.0				0.01246
ENSG00000088812	ATRN	liver cancer	1.0	1.0	4.0	6.0		0.1647		
ENSG00000088826	SMOX	liver cancer	4.0	7.0	0.0	0.0			3.333e-06	
ENSG00000088827	SIGLEC1	liver cancer	0.0	0.0	2.0	10.0				0.2147
ENSG00000088832	FKBP1A	liver cancer	1.0	4.0	2.0	5.0			3.44e-07	
ENSG00000088833	NSFL1C	liver cancer	0.0	4.0	2.0	5.0			0.0001289	
ENSG00000088836	SLC4A11	liver cancer	0.0	3.0	2.0	6.0				0.009658
ENSG00000088854	DNAAF9	liver cancer	0.0	0.0	0.0	11.0				0.01663
ENSG00000088876	ZNF343	liver cancer	0.0	2.0	4.0	6.0			1.376e-06	
ENSG00000088888	MAVS	liver cancer	1.0	4.0	6.0	1.0				0.001182
ENSG00000088899	LZTS3	liver cancer	2.0	8.0	1.0	0.0		0.2139		
ENSG00000088930	XRN2	liver cancer	10.0	2.0	0.0	0.0			3.539e-05	
ENSG00000088992	TESC	liver cancer	1.0	0.0	5.0	5.0				0.004982
ENSG00000089006	SNX5	liver cancer	0.0	2.0	4.0	5.0			2.299e-10	
ENSG00000089009	RPL6	liver cancer	0.0	0.0	3.0	9.0				0.01023
ENSG00000089022	MAPKAPK5	liver cancer	2.0	4.0	3.0	2.0			2.985e-08	
ENSG00000089041	P2RX7	liver cancer	0.0	1.0	2.0	9.0				0.08815
ENSG00000089048	ESF1	liver cancer	6.0	6.0	0.0	0.0			7.81e-09	
ENSG00000089050	RBBP9	liver cancer	1.0	5.0	4.0	2.0				0.2137
ENSG00000089053	ANAPC5	liver cancer	8.0	3.0	0.0	0.0			2.315e-05	
ENSG00000089057	SLC23A2	liver cancer	0.0	1.0	3.0	8.0	0.0003353			
ENSG00000089060	SLC8B1	liver cancer	2.0	0.0	3.0	7.0				0.1895
ENSG00000089063	TMEM230	liver cancer	3.0	7.0	1.0	0.0				0.005854
ENSG00000089091	DZANK1	liver cancer	4.0	3.0	3.0	2.0				0.0002777
ENSG00000089101	CFAP61	liver cancer	1.0	4.0	3.0	2.0				0.0008579
ENSG00000089123	TASP1	liver cancer	0.0	1.0	0.0	11.0				0.00344
ENSG00000089127	OAS1	liver cancer	1.0	8.0	0.0	0.0				0.02004
ENSG00000089154	GCN1	liver cancer	0.0	7.0	4.0	0.0			1.874e-08	
ENSG00000089157	RPLP0	liver cancer	5.0	4.0	1.0	2.0				0.002543
ENSG00000089159	PXN	liver cancer	0.0	0.0	2.0	9.0			7.123e-05	
ENSG00000089163	SIRT4	liver cancer	0.0	0.0	3.0	8.0				0.02366
ENSG00000089169	RPH3A	liver cancer	0.0	0.0	0.0	8.0				0.1085
ENSG00000089177	KIF16B	liver cancer	2.0	7.0	0.0	0.0				0.006322
ENSG00000089195	TRMT6	liver cancer	2.0	6.0	3.0	1.0			4.7e-12	
ENSG00000089199	CHGB	liver cancer	0.0	0.0	0.0	11.0				0.00796
ENSG00000089220	PEBP1	liver cancer	1.0	5.0	0.0	5.0		0.01244		
ENSG00000089234	BRAP	liver cancer	1.0	11.0	0.0	0.0			7.651e-06	
ENSG00000089248	ERP29	liver cancer	12.0	0.0	0.0	0.0			0.0002021	
ENSG00000089250	NOS1	liver cancer	0.0	0.0	0.0	12.0		0.2539		
ENSG00000089280	FUS	liver cancer	4.0	6.0	1.0	1.0			0.0004385	
ENSG00000089289	IGBP1	liver cancer	0.0	2.0	2.0	8.0				0.004845
ENSG00000089327	FXYD5	liver cancer	4.0	1.0	4.0	2.0				0.04678
ENSG00000089351	GRAMD1A	liver cancer	0.0	1.0	0.0	11.0				0.003423
ENSG00000089356	FXYD3	liver cancer	1.0	3.0	5.0	3.0				0.002643
ENSG00000089472	HEPH	liver cancer	2.0	6.0	1.0	0.0		0.04939		
ENSG00000089486	CDIP1	liver cancer	0.0	6.0	3.0	2.0				0.3482
ENSG00000089505	CMTM1	liver cancer	0.0	0.0	2.0	10.0				0.002972
ENSG00000089597	GANAB	liver cancer	0.0	3.0	1.0	7.0			1.265e-05	
ENSG00000089639	GMIP	liver cancer	0.0	7.0	5.0	0.0				0.01227
ENSG00000089682	RBM41	liver cancer	3.0	2.0	0.0	7.0				0.04503
ENSG00000089685	BIRC5	liver cancer	0.0	0.0	6.0	3.0			5.281e-06	
ENSG00000089692	LAG3	liver cancer	0.0	0.0	0.0	12.0		0.0885		
ENSG00000089693	MLF2	liver cancer	3.0	5.0	3.0	1.0				0.1516
ENSG00000089723	OTUB2	liver cancer	0.0	0.0	0.0	12.0				0.002302
ENSG00000089737	DDX24	liver cancer	0.0	9.0	2.0	0.0				0.08806
ENSG00000089775	ZBTB25	liver cancer	0.0	0.0	1.0	10.0				0.005324
ENSG00000089818	NECAP1	liver cancer	0.0	0.0	2.0	7.0				0.1032
ENSG00000089820	ARHGAP4	liver cancer	0.0	1.0	0.0	11.0				0.005722
ENSG00000089847	ANKRD24	liver cancer	4.0	6.0	1.0	1.0	9.133e-05			
ENSG00000089876	DHX32	liver cancer	1.0	7.0	0.0	3.0				0.01554
ENSG00000089902	RCOR1	liver cancer	9.0	3.0	0.0	0.0				0.009959
ENSG00000089916	GPATCH2L	liver cancer	0.0	5.0	1.0	4.0				0.006635
ENSG00000090006	LTBP4	liver cancer	0.0	2.0	3.0	5.0		0.02674		
ENSG00000090013	BLVRB	liver cancer	9.0	3.0	0.0	0.0		0.09918		
ENSG00000090020	SLC9A1	liver cancer	0.0	0.0	1.0	11.0				0.004328
ENSG00000090054	SPTLC1	liver cancer	2.0	5.0	4.0	1.0				0.03026
ENSG00000090060	PAPOLA	liver cancer	1.0	3.0	4.0	4.0			2.408e-05	
ENSG00000090061	CCNK	liver cancer	0.0	2.0	4.0	6.0				0.0009216
ENSG00000090104	RGS1	liver cancer	0.0	3.0	2.0	7.0				0.06606
ENSG00000090238	YPEL3	liver cancer	1.0	11.0	0.0	0.0				0.2057
ENSG00000090263	MRPS33	liver cancer	0.0	0.0	0.0	12.0				0.05993
ENSG00000090266	NDUFB2	liver cancer	0.0	3.0	4.0	5.0				0.03198
ENSG00000090273	NUDC	liver cancer	0.0	6.0	3.0	3.0			1.211e-06	
ENSG00000090316	MAEA	liver cancer	0.0	3.0	8.0	0.0				0.003098
ENSG00000090339	ICAM1	liver cancer	0.0	2.0	1.0	8.0				0.01447
ENSG00000090372	STRN4	liver cancer	1.0	3.0	1.0	7.0			6.063e-08	
ENSG00000090376	IRAK3	liver cancer	1.0	4.0	6.0	1.0				0.1493
ENSG00000090382	LYZ	liver cancer	0.0	0.0	1.0	11.0				0.1207
ENSG00000090447	TFAP4	liver cancer	0.0	8.0	2.0	0.0			0.0003322	
ENSG00000090470	PDCD7	liver cancer	0.0	2.0	5.0	4.0				0.006677
ENSG00000090487	SPG21	liver cancer	3.0	6.0	2.0	0.0				0.07245
ENSG00000090512	FETUB	liver cancer	0.0	3.0	4.0	5.0		0.006276		
ENSG00000090520	DNAJB11	liver cancer	1.0	10.0	0.0	0.0				0.03857
ENSG00000090530	P3H2	liver cancer	0.0	11.0	1.0	0.0		0.09679		
ENSG00000090539	CHRD	liver cancer	1.0	9.0	1.0	1.0		0.2875		
ENSG00000090565	RAB11FIP3	liver cancer	1.0	5.0	2.0	4.0			9.866e-05	
ENSG00000090581	GNPTG	liver cancer	2.0	8.0	1.0	0.0				0.03031
ENSG00000090612	ZNF268	liver cancer	2.0	4.0	6.0	0.0		0.1155		
ENSG00000090615	GOLGA3	liver cancer	8.0	2.0	1.0	1.0			0.0002732	
ENSG00000090621	PABPC4	liver cancer	1.0	6.0	1.0	4.0			1.138e-07	
ENSG00000090659	CD209	liver cancer	0.0	0.0	0.0	11.0				0.05452
ENSG00000090661	CERS4	liver cancer	0.0	3.0	6.0	3.0		0.1743		
ENSG00000090674	MCOLN1	liver cancer	0.0	9.0	2.0	1.0				0.00838
ENSG00000090686	USP48	liver cancer	4.0	7.0	1.0	0.0			6.093e-08	
ENSG00000090776	EFNB1	liver cancer	3.0	8.0	0.0	0.0				0.008045
ENSG00000090857	PDPR	liver cancer	0.0	5.0	6.0	1.0				0.06805
ENSG00000090861	AARS1	liver cancer	0.0	4.0	1.0	7.0				0.07989
ENSG00000090863	GLG1	liver cancer	7.0	3.0	1.0	1.0				0.005129
ENSG00000090889	KIF4A	liver cancer	4.0	7.0	0.0	0.0			7.371e-06	
ENSG00000090905	TNRC6A	liver cancer	3.0	9.0	0.0	0.0		0.1616		
ENSG00000090924	PLEKHG2	liver cancer	0.0	12.0	0.0	0.0				0.01235
ENSG00000090975	PITPNM2	liver cancer	0.0	8.0	2.0	0.0		0.02264		
ENSG00000090989	EXOC1	liver cancer	0.0	0.0	1.0	10.0			0.0002634	
ENSG00000091009	RBM27	liver cancer	1.0	2.0	1.0	7.0			0.0008575	
ENSG00000091039	OSBPL8	liver cancer	0.0	0.0	3.0	9.0				0.006555
ENSG00000091073	DTX2	liver cancer	0.0	5.0	2.0	5.0				0.001279
ENSG00000091106	NLRC4	liver cancer	0.0	1.0	4.0	6.0				0.0117
ENSG00000091127	PUS7	liver cancer	3.0	4.0	3.0	1.0			4.888e-06	
ENSG00000091128	LAMB4	liver cancer	0.0	1.0	6.0	5.0				0.008899
ENSG00000091129	NRCAM	liver cancer	0.0	0.0	5.0	6.0				0.004471
ENSG00000091136	LAMB1	liver cancer	0.0	5.0	2.0	4.0			0.0002074	
ENSG00000091137	SLC26A4	liver cancer	0.0	2.0	7.0	2.0				0.0669
ENSG00000091138	SLC26A3	liver cancer	0.0	3.0	1.0	7.0				0.003049
ENSG00000091140	DLD	liver cancer	7.0	4.0	1.0	0.0				0.2484
ENSG00000091157	WDR7	liver cancer	5.0	3.0	2.0	1.0				0.1967
ENSG00000091164	TXNL1	liver cancer	1.0	7.0	2.0	0.0			9.622e-06	
ENSG00000091317	CMTM6	liver cancer	0.0	8.0	3.0	1.0				0.02949
ENSG00000091409	ITGA6	liver cancer	0.0	2.0	1.0	7.0				0.1187
ENSG00000091428	RAPGEF4	liver cancer	4.0	6.0	0.0	0.0		0.04447		
ENSG00000091436	MAP3K20	liver cancer	3.0	6.0	1.0	2.0				0.02341
ENSG00000091483	FH	liver cancer	11.0	1.0	0.0	0.0		0.02282		
ENSG00000091490	SEL1L3	liver cancer	3.0	1.0	3.0	5.0				0.01261
ENSG00000091513	TF	liver cancer	0.0	2.0	7.0	1.0		0.06633		
ENSG00000091527	CDV3	liver cancer	1.0	8.0	3.0	0.0			5.214e-06	
ENSG00000091536	MYO15A	liver cancer	0.0	0.0	0.0	9.0		0.0008322		
ENSG00000091542	ALKBH5	liver cancer	8.0	3.0	0.0	0.0				0.2234
ENSG00000091583	APOH	liver cancer	0.0	1.0	2.0	8.0	2.39e-07			
ENSG00000091592	NLRP1	liver cancer	0.0	0.0	10.0	2.0				0.04129
ENSG00000091622	PITPNM3	liver cancer	0.0	0.0	0.0	10.0		0.0125		
ENSG00000091640	SPAG7	liver cancer	0.0	3.0	1.0	8.0		0.089		
ENSG00000091651	ORC6	liver cancer	1.0	5.0	5.0	0.0				3.148e-06
ENSG00000091656	ZFHX4	liver cancer	6.0	5.0	1.0	0.0		0.07615		
ENSG00000091704	CPA1	liver cancer	0.0	0.0	0.0	11.0		0.3972		
ENSG00000091732	ZC3HC1	liver cancer	6.0	6.0	0.0	0.0			1.016e-06	
ENSG00000091831	ESR1	liver cancer	0.0	0.0	0.0	10.0		4.101e-05		
ENSG00000091844	RGS17	liver cancer	0.0	1.0	2.0	8.0				0.001032
ENSG00000091879	ANGPT2	liver cancer	4.0	2.0	2.0	3.0			6.356e-05	
ENSG00000091972	CD200	liver cancer	0.0	1.0	5.0	6.0				0.09286
ENSG00000091986	CCDC80	liver cancer	0.0	0.0	4.0	4.0		0.2819		
ENSG00000092009	CMA1	liver cancer	0.0	0.0	0.0	9.0		0.01482		
ENSG00000092010	PSME1	liver cancer	6.0	1.0	3.0	0.0				0.5156
ENSG00000092020	PPP2R3C	liver cancer	7.0	3.0	2.0	0.0				0.001096
ENSG00000092036	HAUS4	liver cancer	1.0	6.0	1.0	4.0				0.07544
ENSG00000092067	CEBPE	liver cancer	0.0	0.0	0.0	9.0				0.2841
ENSG00000092068	SLC7A8	liver cancer	0.0	0.0	1.0	11.0			0.0001969	
ENSG00000092094	OSGEP	liver cancer	1.0	0.0	1.0	10.0				0.005539
ENSG00000092096	SLC22A17	liver cancer	0.0	4.0	6.0	0.0		0.02306		
ENSG00000092098	RNF31	liver cancer	0.0	7.0	3.0	2.0				0.009094
ENSG00000092108	SCFD1	liver cancer	0.0	2.0	8.0	0.0				0.01245
ENSG00000092140	G2E3	liver cancer	0.0	0.0	0.0	12.0				5.442e-06
ENSG00000092148	HECTD1	liver cancer	0.0	5.0	7.0	0.0				0.1322
ENSG00000092199	HNRNPC	liver cancer	4.0	5.0	1.0	1.0			7.715e-05	
ENSG00000092200	RPGRIP1	liver cancer	0.0	0.0	0.0	10.0				0.02991
ENSG00000092201	SUPT16H	liver cancer	2.0	4.0	0.0	4.0				0.001377
ENSG00000092203	TOX4	liver cancer	0.0	3.0	1.0	8.0			0.0003462	
ENSG00000092208	GEMIN2	liver cancer	1.0	4.0	4.0	2.0			3.88e-06	
ENSG00000092295	TGM1	liver cancer	0.0	0.0	0.0	12.0				0.04036
ENSG00000092377	TBL1Y	liver cancer	2.0	7.0	1.0	0.0				0.2938
ENSG00000092421	SEMA6A	liver cancer	11.0	1.0	0.0	0.0			0.0004388	
ENSG00000092439	TRPM7	liver cancer	0.0	0.0	0.0	11.0		0.0185		
ENSG00000092445	TYRO3	liver cancer	0.0	1.0	2.0	8.0				0.001563
ENSG00000092470	WDR76	liver cancer	0.0	0.0	0.0	11.0			0.0006979	
ENSG00000092529	CAPN3	liver cancer	0.0	0.0	2.0	9.0		0.0002106		
ENSG00000092531	SNAP23	liver cancer	1.0	1.0	1.0	9.0				0.009673
ENSG00000092607	TBX15	liver cancer	0.0	0.0	0.0	11.0				0.05821
ENSG00000092621	PHGDH	liver cancer	4.0	3.0	2.0	2.0				0.01558
ENSG00000092758	COL9A3	liver cancer	0.0	2.0	1.0	8.0				0.2334
ENSG00000092820	EZR	liver cancer	0.0	3.0	1.0	8.0				0.01756
ENSG00000092841	MYL6	liver cancer	0.0	1.0	7.0	3.0				0.03734
ENSG00000092850	TEKT2	liver cancer	5.0	0.0	4.0	2.0				0.0198
ENSG00000092871	RFFL	liver cancer	1.0	9.0	1.0	0.0				0.005725
ENSG00000092929	UNC13D	liver cancer	0.0	0.0	0.0	10.0		0.393		
ENSG00000092931	MFSD11	liver cancer	1.0	2.0	3.0	6.0				0.001777
ENSG00000092964	DPYSL2	liver cancer	0.0	2.0	1.0	8.0				0.1514
ENSG00000092978	GPATCH2	liver cancer	4.0	7.0	0.0	1.0				0.06497
ENSG00000093000	NUP50	liver cancer	5.0	5.0	1.0	1.0				0.00546
ENSG00000093009	CDC45	liver cancer	0.0	1.0	2.0	9.0			6.953e-06	
ENSG00000093010	COMT	liver cancer	0.0	2.0	5.0	4.0		0.005542		
ENSG00000093072	ADA2	liver cancer	0.0	0.0	3.0	9.0		0.0448		
ENSG00000093144	ECHDC1	liver cancer	2.0	10.0	0.0	0.0				0.005034
ENSG00000093167	LRRFIP2	liver cancer	3.0	7.0	0.0	2.0				0.0541
ENSG00000093217	XYLB	liver cancer	0.0	10.0	2.0	0.0				0.05816
ENSG00000094631	HDAC6	liver cancer	1.0	5.0	5.0	0.0		0.02171		
ENSG00000094755	GABRP	liver cancer	2.0	9.0	0.0	0.0		0.07895		
ENSG00000094804	CDC6	liver cancer	1.0	5.0	3.0	1.0			5.964e-08	
ENSG00000094841	UPRT	liver cancer	0.0	1.0	1.0	9.0				0.04619
ENSG00000094880	CDC23	liver cancer	0.0	3.0	4.0	4.0			0.0001498	
ENSG00000094914	AAAS	liver cancer	3.0	3.0	2.0	3.0				0.001506
ENSG00000094916	CBX5	liver cancer	0.0	5.0	3.0	4.0				0.002971
ENSG00000094963	FMO2	liver cancer	1.0	8.0	3.0	0.0		0.001656		
ENSG00000094975	SUCO	liver cancer	0.0	0.0	2.0	10.0			0.0002858	
ENSG00000095002	MSH2	liver cancer	0.0	2.0	1.0	9.0			1.72e-09	
ENSG00000095015	MAP3K1	liver cancer	4.0	8.0	0.0	0.0				0.005197
ENSG00000095059	DHPS	liver cancer	1.0	5.0	3.0	3.0				0.3062
ENSG00000095066	HOOK2	liver cancer	2.0	0.0	0.0	10.0				0.1763
ENSG00000095139	ARCN1	liver cancer	1.0	7.0	2.0	2.0			2.973e-05	
ENSG00000095203	EPB41L4B	liver cancer	0.0	4.0	6.0	1.0		0.02399		
ENSG00000095209	TMEM38B	liver cancer	1.0	6.0	5.0	0.0				0.01505
ENSG00000095261	PSMD5	liver cancer	0.0	4.0	2.0	6.0				0.001439
ENSG00000095303	PTGS1	liver cancer	0.0	2.0	0.0	9.0				0.001219
ENSG00000095319	NUP188	liver cancer	0.0	1.0	2.0	6.0				0.00185
ENSG00000095321	CRAT	liver cancer	0.0	8.0	3.0	1.0		0.01153		
