Gene	Gene name	Cancer	High	Medium	Low	Not detected	prognostic - favorable	unprognostic - favorable	prognostic - unfavorable	unprognostic - unfavorable
ENSG00000179335	CLK3	liver cancer	0.0	4.0	4.0	4.0				0.1462
ENSG00000179344	HLA-DQB1	liver cancer	0.0	3.0	3.0	6.0		0.04751		
ENSG00000179348	GATA2	liver cancer	0.0	1.0	1.0	9.0		0.005958		
ENSG00000179361	ARID3B	liver cancer	0.0	0.0	3.0	5.0				0.003334
ENSG00000179387	ELMOD2	liver cancer	0.0	0.0	0.0	11.0				0.01664
ENSG00000179388	EGR3	liver cancer	0.0	5.0	3.0	4.0		0.1001		
ENSG00000179399	GPC5	liver cancer	0.0	0.0	0.0	12.0		0.1925		
ENSG00000179409	GEMIN4	liver cancer	3.0	8.0	1.0	0.0				0.02003
ENSG00000179431	FJX1	liver cancer	0.0	7.0	2.0	2.0				0.05158
ENSG00000179455	MKRN3	liver cancer	0.0	2.0	2.0	8.0				0.0006272
ENSG00000179456	ZBTB18	liver cancer	0.0	0.0	0.0	12.0				0.2126
ENSG00000179526	SHARPIN	liver cancer	0.0	3.0	5.0	3.0				0.001315
ENSG00000179528	LBX2	liver cancer	0.0	3.0	3.0	4.0		0.01342		
ENSG00000179532	DNHD1	liver cancer	0.0	0.0	1.0	11.0				0.1434
ENSG00000179542	SLITRK4	liver cancer	0.0	0.0	0.0	8.0				0.003795
ENSG00000179562	GCC1	liver cancer	8.0	2.0	1.0	1.0				0.1259
ENSG00000179583	CIITA	liver cancer	2.0	1.0	2.0	6.0		0.0292		
ENSG00000179588	ZFPM1	liver cancer	1.0	2.0	3.0	5.0				0.124
ENSG00000179593	ALOX15B	liver cancer	0.0	1.0	0.0	8.0				0.1345
ENSG00000179598	PLD6	liver cancer	0.0	9.0	1.0	1.0				0.1313
ENSG00000179603	GRM8	liver cancer	0.0	0.0	3.0	9.0				0.0002061
ENSG00000179604	CDC42EP4	liver cancer	2.0	8.0	2.0	0.0				0.00244
ENSG00000179627	ZBTB42	liver cancer	0.0	1.0	2.0	9.0				0.00617
ENSG00000179630	LACC1	liver cancer	7.0	5.0	0.0	0.0				0.006405
ENSG00000179632	MAF1	liver cancer	0.0	1.0	3.0	8.0			0.0007087	
ENSG00000179636	TPPP2	liver cancer	0.0	0.0	0.0	11.0		0.002575		
ENSG00000179639	FCER1A	liver cancer	0.0	1.0	5.0	4.0		0.07193		
ENSG00000179673	RPRML	liver cancer	0.0	1.0	1.0	9.0				0.08354
ENSG00000179698	WDR97	liver cancer	0.0	0.0	0.0	11.0				0.03099
ENSG00000179715	PCED1B	liver cancer	0.0	0.0	4.0	7.0				0.03325
ENSG00000179772	FOXS1	liver cancer	1.0	5.0	4.0	2.0				0.03102
ENSG00000179774	ATOH7	liver cancer	1.0	7.0	1.0	3.0		0.0776		
ENSG00000179776	CDH5	liver cancer	0.0	4.0	3.0	4.0		0.09376		
ENSG00000179796	LRRC3B	liver cancer	1.0	6.0	3.0	1.0				0.0742
ENSG00000179832	MROH1	liver cancer	0.0	3.0	5.0	4.0				0.2455
ENSG00000179833	SERTAD2	liver cancer	2.0	8.0	2.0	0.0				0.003394
ENSG00000179841	AKAP5	liver cancer	0.0	0.0	0.0	12.0		0.108		
ENSG00000179846	NKPD1	liver cancer	1.0	2.0	1.0	6.0				0.002413
ENSG00000179862	CITED4	liver cancer	0.0	0.0	0.0	12.0				0.003442
ENSG00000179873	NLRP11	liver cancer	0.0	0.0	0.0	12.0				0.009955
ENSG00000179889	PDXDC1	liver cancer	0.0	2.0	1.0	8.0		0.00647		
ENSG00000179902	CFAP276	liver cancer	0.0	0.0	0.0	12.0		0.4534		
ENSG00000179909	ZNF154	liver cancer	0.0	1.0	2.0	8.0				0.2247
ENSG00000179912	R3HDM2	liver cancer	1.0	6.0	2.0	3.0		0.08171		
ENSG00000179913	B3GNT3	liver cancer	0.0	4.0	1.0	7.0				0.1184
ENSG00000179914	ITLN1	liver cancer	0.0	0.0	0.0	11.0		0.1107		
ENSG00000179918	SEPHS2	liver cancer	0.0	6.0	4.0	2.0		0.05668		
ENSG00000179921	GPBAR1	liver cancer	0.0	0.0	0.0	10.0				0.2537
ENSG00000179922	ZNF784	liver cancer	0.0	0.0	0.0	12.0		0.228		
ENSG00000179930	ZNF648	liver cancer	0.0	0.0	0.0	11.0		0.04325		
ENSG00000179933	C14orf119	liver cancer	1.0	1.0	7.0	1.0			5.422e-05	
ENSG00000179934	CCR8	liver cancer	0.0	0.0	1.0	8.0		0.3306		
ENSG00000179941	BBS10	liver cancer	0.0	4.0	1.0	6.0				0.0157
ENSG00000179950	PUF60	liver cancer	0.0	5.0	1.0	6.0				0.01514
ENSG00000179954	SSC5D	liver cancer	0.0	5.0	1.0	6.0				0.368
ENSG00000179958	DCTPP1	liver cancer	2.0	4.0	2.0	1.0			0.0006284	
ENSG00000179965	ZNF771	liver cancer	0.0	0.0	2.0	10.0				0.1446
ENSG00000179981	TSHZ1	liver cancer	8.0	3.0	0.0	0.0				0.1272
ENSG00000179988	PSTK	liver cancer	2.0	9.0	0.0	0.0				0.01601
ENSG00000180008	SOCS4	liver cancer	7.0	2.0	0.0	2.0				0.003693
ENSG00000180011	PTGR3	liver cancer	1.0	5.0	2.0	4.0		0.1153		
ENSG00000180035	ZNF48	liver cancer	10.0	1.0	0.0	0.0				0.002771
ENSG00000180044	C3orf80	liver cancer	0.0	0.0	0.0	11.0				0.004281
ENSG00000180071	ANKRD18A	liver cancer	0.0	1.0	5.0	6.0				0.1264
ENSG00000180089	TMEM86B	liver cancer	0.0	0.0	0.0	11.0	0.0003128			
ENSG00000180096	SEPTIN1	liver cancer	0.0	0.0	0.0	11.0		0.2083		
ENSG00000180098	TRNAU1AP	liver cancer	4.0	6.0	0.0	2.0			8.64e-05	
ENSG00000180113	TDRD6	liver cancer	0.0	1.0	2.0	7.0				0.1031
ENSG00000180176	TH	liver cancer	0.0	0.0	0.0	12.0		0.1928		
ENSG00000180185	FAHD1	liver cancer	1.0	7.0	2.0	2.0		0.0289		
ENSG00000180190	TDRP	liver cancer	3.0	7.0	0.0	0.0				0.2129
ENSG00000180198	RCC1	liver cancer	6.0	3.0	2.0	0.0			1.905e-05	
ENSG00000180209	MYL11	liver cancer	0.0	0.0	0.0	10.0		0.1529		
ENSG00000180210	F2	liver cancer	2.0	6.0	2.0	0.0		0.02226		
ENSG00000180228	PRKRA	liver cancer	0.0	0.0	0.0	11.0			8.328e-05	
ENSG00000180233	ZNRF2	liver cancer	0.0	7.0	5.0	0.0		0.3057		
ENSG00000180257	ZNF816	liver cancer	3.0	4.0	2.0	3.0				0.0004907
ENSG00000180263	FGD6	liver cancer	0.0	6.0	4.0	1.0				0.04658
ENSG00000180304	OAZ2	liver cancer	0.0	3.0	5.0	3.0		0.03463		
ENSG00000180329	CCDC43	liver cancer	0.0	2.0	2.0	8.0			0.0001329	
ENSG00000180336	MEIOC	liver cancer	0.0	0.0	0.0	12.0				0.2133
ENSG00000180340	FZD2	liver cancer	2.0	3.0	2.0	3.0				0.01443
ENSG00000180346	TIGD2	liver cancer	0.0	0.0	0.0	12.0		0.1911		
ENSG00000180353	HCLS1	liver cancer	0.0	0.0	0.0	12.0		0.235		
ENSG00000180354	MTURN	liver cancer	0.0	1.0	1.0	10.0		0.1561		
ENSG00000180357	ZNF609	liver cancer	0.0	9.0	2.0	1.0				0.136
ENSG00000180370	PAK2	liver cancer	0.0	4.0	1.0	7.0				0.005175
ENSG00000180376	CCDC66	liver cancer	0.0	7.0	5.0	0.0				0.007257
ENSG00000180398	MCFD2	liver cancer	0.0	5.0	2.0	3.0				0.03985
ENSG00000180423	HARBI1	liver cancer	0.0	0.0	0.0	12.0				1.227e-05
ENSG00000180447	GAS1	liver cancer	1.0	9.0	2.0	0.0		0.06455		
ENSG00000180448	ARHGAP45	liver cancer	0.0	0.0	0.0	11.0				0.01593
ENSG00000180481	GLIPR1L2	liver cancer	0.0	0.0	0.0	10.0		0.008778		
ENSG00000180488	MIGA1	liver cancer	0.0	7.0	1.0	3.0				0.02702
ENSG00000180530	NRIP1	liver cancer	0.0	10.0	2.0	0.0				0.2742
ENSG00000180535	BHLHA15	liver cancer	0.0	0.0	0.0	11.0				0.04047
ENSG00000180537	RNF182	liver cancer	4.0	2.0	1.0	4.0				0.09005
ENSG00000180543	TSPYL5	liver cancer	0.0	1.0	5.0	5.0		0.1008		
ENSG00000180573	H2AC6	liver cancer	1.0	3.0	7.0	1.0		0.3254		
ENSG00000180592	SKIDA1	liver cancer	0.0	0.0	0.0	12.0				0.03613
ENSG00000180596	H2BC4	liver cancer	9.0	3.0	0.0	0.0		0.4716		
ENSG00000180611	MB21D2	liver cancer	0.0	1.0	3.0	8.0				0.02758
ENSG00000180616	SSTR2	liver cancer	0.0	9.0	2.0	1.0				0.002293
ENSG00000180626	ZNF594	liver cancer	3.0	4.0	1.0	2.0				0.03356
ENSG00000180628	PCGF5	liver cancer	0.0	5.0	1.0	6.0		0.06525		
ENSG00000180644	PRF1	liver cancer	0.0	0.0	0.0	12.0		0.006983		
ENSG00000180667	YOD1	liver cancer	1.0	8.0	3.0	0.0				0.009868
ENSG00000180694	TMEM64	liver cancer	0.0	4.0	0.0	8.0				0.002553
ENSG00000180697	C3orf22	liver cancer	0.0	0.0	0.0	12.0		0.09207		
ENSG00000180720	CHRM4	liver cancer	0.0	0.0	1.0	9.0				0.06022
ENSG00000180730	SHISA2	liver cancer	4.0	2.0	1.0	5.0				0.1198
ENSG00000180739	S1PR5	liver cancer	7.0	1.0	0.0	4.0		0.09296		
ENSG00000180745	CLRN3	liver cancer	0.0	10.0	1.0	0.0				0.1057
ENSG00000180758	GPR157	liver cancer	0.0	5.0	0.0	7.0				0.007521
ENSG00000180773	SLC36A4	liver cancer	4.0	7.0	0.0	0.0				0.00108
ENSG00000180776	ZDHHC20	liver cancer	0.0	10.0	1.0	0.0				0.001062
ENSG00000180785	OR51E1	liver cancer	1.0	2.0	1.0	7.0		0.176		
ENSG00000180787	ZFP3	liver cancer	0.0	0.0	1.0	10.0		0.3047		
ENSG00000180801	ARSJ	liver cancer	0.0	0.0	0.0	11.0				0.02538
ENSG00000180817	PPA1	liver cancer	2.0	6.0	3.0	1.0				0.02865
ENSG00000180822	PSMG4	liver cancer	3.0	6.0	1.0	1.0				0.00652
ENSG00000180828	BHLHE22	liver cancer	0.0	0.0	0.0	11.0		0.2405		
ENSG00000180834	MAP6D1	liver cancer	0.0	0.0	0.0	11.0				0.1211
ENSG00000180855	ZNF443	liver cancer	0.0	11.0	0.0	1.0		0.3423		
ENSG00000180871	CXCR2	liver cancer	0.0	0.0	0.0	12.0		0.1328		
ENSG00000180875	GREM2	liver cancer	0.0	4.0	5.0	2.0		0.08184		
ENSG00000180878	C11orf42	liver cancer	0.0	0.0	0.0	10.0				0.2047
ENSG00000180879	SSR4	liver cancer	3.0	6.0	1.0	0.0				0.07992
ENSG00000180881	CAPS2	liver cancer	2.0	10.0	0.0	0.0				0.266
ENSG00000180884	ZNF792	liver cancer	3.0	9.0	0.0	0.0				2.406e-05
ENSG00000180891	CUEDC1	liver cancer	0.0	5.0	5.0	2.0			2.647e-05	
ENSG00000180900	SCRIB	liver cancer	1.0	2.0	1.0	7.0				0.001138
ENSG00000180902	D2HGDH	liver cancer	0.0	0.0	0.0	11.0		0.002488		
ENSG00000180917	CMTR2	liver cancer	0.0	0.0	0.0	11.0				0.00193
ENSG00000180921	FAM83H	liver cancer	0.0	1.0	6.0	4.0				0.01881
ENSG00000180938	ZNF572	liver cancer	0.0	1.0	2.0	7.0				0.04109
ENSG00000180957	PITPNB	liver cancer	0.0	1.0	0.0	10.0				0.1339
ENSG00000180964	TCEAL8	liver cancer	0.0	0.0	0.0	11.0				0.003707
ENSG00000180979	LRRC57	liver cancer	5.0	2.0	4.0	1.0				0.04155
ENSG00000180992	MRPL14	liver cancer	0.0	5.0	5.0	2.0				0.01192
ENSG00000180998	GPR137C	liver cancer	0.0	1.0	0.0	11.0				0.00595
ENSG00000181004	BBS12	liver cancer	0.0	2.0	2.0	8.0				0.001614
ENSG00000181007	ZFP82	liver cancer	0.0	0.0	0.0	11.0				0.01912
ENSG00000181016	LSMEM1	liver cancer	0.0	11.0	0.0	0.0		0.2336		
ENSG00000181019	NQO1	liver cancer	3.0	0.0	2.0	5.0				0.00105
ENSG00000181027	FKRP	liver cancer	0.0	3.0	0.0	7.0				0.1021
ENSG00000181029	TRAPPC5	liver cancer	0.0	4.0	3.0	5.0				0.1805
ENSG00000181031	RPH3AL	liver cancer	2.0	2.0	0.0	8.0				0.2538
ENSG00000181035	SLC25A42	liver cancer	3.0	5.0	1.0	2.0		0.001265		
ENSG00000181045	SLC26A11	liver cancer	0.0	2.0	4.0	6.0			1.821e-06	
ENSG00000181061	HIGD1A	liver cancer	2.0	3.0	2.0	4.0				0.3698
ENSG00000181090	EHMT1	liver cancer	0.0	1.0	0.0	10.0				0.05874
ENSG00000181104	F2R	liver cancer	0.0	0.0	1.0	10.0				0.2515
ENSG00000181135	ZNF707	liver cancer	8.0	1.0	1.0	2.0				0.02942
ENSG00000181143	MUC16	liver cancer	1.0	0.0	0.0	7.0				0.003828
ENSG00000181163	NPM1	liver cancer	12.0	0.0	0.0	0.0			4.818e-06	
ENSG00000181191	PJA1	liver cancer	0.0	3.0	1.0	7.0				0.001258
ENSG00000181192	DHTKD1	liver cancer	3.0	6.0	2.0	1.0		0.003828		
ENSG00000181218	H2AC25	liver cancer	1.0	3.0	7.0	1.0				0.02487
ENSG00000181220	ZNF746	liver cancer	0.0	1.0	2.0	7.0			2.322e-05	
ENSG00000181240	SLC25A41	liver cancer	0.0	2.0	3.0	7.0		0.004433		
ENSG00000181274	FRAT2	liver cancer	1.0	1.0	3.0	7.0			0.0003025	
ENSG00000181284	TMEM102	liver cancer	0.0	2.0	2.0	8.0				0.2463
ENSG00000181291	TMEM132E	liver cancer	0.0	0.0	2.0	10.0		0.001059		
ENSG00000181315	ZNF322	liver cancer	0.0	4.0	5.0	3.0				0.09347
ENSG00000181322	NME9	liver cancer	0.0	0.0	0.0	10.0		0.04583		
ENSG00000181333	HEPHL1	liver cancer	0.0	0.0	0.0	11.0				0.01717
ENSG00000181350	LRRC75A	liver cancer	0.0	1.0	6.0	4.0				0.3443
ENSG00000181378	CFAP65	liver cancer	0.0	0.0	0.0	12.0				0.2199
ENSG00000181381	DDX60L	liver cancer	4.0	5.0	2.0	1.0		0.1055		
ENSG00000181392	SYNE4	liver cancer	2.0	6.0	1.0	1.0				0.0376
ENSG00000181396	OGFOD3	liver cancer	0.0	5.0	3.0	3.0				0.02801
ENSG00000181404	WASHC1	liver cancer	0.0	4.0	4.0	1.0				0.00322
ENSG00000181409	AATK	liver cancer	0.0	2.0	2.0	8.0				0.07285
ENSG00000181418	DDN	liver cancer	0.0	0.0	1.0	11.0				6.2e-05
ENSG00000181444	ZNF467	liver cancer	0.0	0.0	7.0	4.0		0.1196		
ENSG00000181449	SOX2	liver cancer	0.0	0.0	0.0	11.0				0.01788
ENSG00000181450	ZNF678	liver cancer	0.0	1.0	3.0	7.0				0.03916
ENSG00000181458	TMEM45A	liver cancer	0.0	0.0	1.0	9.0				0.01077
ENSG00000181472	ZBTB2	liver cancer	2.0	9.0	0.0	0.0			1.207e-05	
ENSG00000181481	RNF135	liver cancer	0.0	1.0	3.0	8.0		0.157		
ENSG00000181513	ACBD4	liver cancer	6.0	0.0	4.0	2.0	0.000476			
ENSG00000181523	SGSH	liver cancer	0.0	4.0	6.0	2.0			0.0007714	
ENSG00000181544	FANCB	liver cancer	5.0	4.0	3.0	0.0				4.053e-05
ENSG00000181555	SETD2	liver cancer	0.0	1.0	1.0	10.0				0.01401
ENSG00000181585	TMIE	liver cancer	0.0	6.0	3.0	3.0				0.03941
ENSG00000181588	MEX3D	liver cancer	0.0	4.0	5.0	2.0				0.009353
ENSG00000181610	MRPS23	liver cancer	4.0	6.0	2.0	0.0			0.0009519	
ENSG00000181617	FDCSP	liver cancer	0.0	0.0	2.0	8.0				0.005995
ENSG00000181619	GPR135	liver cancer	1.0	7.0	3.0	1.0				0.322
ENSG00000181625	SLX1B	liver cancer	1.0	7.0	1.0	1.0				0.072
ENSG00000181631	P2RY13	liver cancer	0.0	2.0	2.0	6.0		0.07657		
ENSG00000181634	TNFSF15	liver cancer	0.0	4.0	5.0	3.0				0.1645
ENSG00000181638	ZFP41	liver cancer	0.0	3.0	3.0	5.0			3.465e-05	
ENSG00000181666	ZNF875	liver cancer	3.0	2.0	3.0	3.0				0.2289
ENSG00000181704	YIPF6	liver cancer	0.0	4.0	3.0	3.0		0.1642		
ENSG00000181722	ZBTB20	liver cancer	1.0	4.0	2.0	4.0				0.174
ENSG00000181744	DIPK2A	liver cancer	0.0	9.0	2.0	1.0				0.03741
ENSG00000181751	MACIR	liver cancer	0.0	2.0	1.0	9.0			1.776e-05	
ENSG00000181754	AMIGO1	liver cancer	0.0	3.0	4.0	4.0			0.0001212	
ENSG00000181773	GPR3	liver cancer	4.0	1.0	1.0	3.0				0.007302
ENSG00000181778	TMEM252	liver cancer	0.0	0.0	0.0	12.0				0.03999
ENSG00000181781	ODF3L2	liver cancer	0.0	1.0	6.0	5.0		0.09318		
ENSG00000181788	SIAH2	liver cancer	1.0	1.0	4.0	5.0		0.01857		
ENSG00000181789	COPG1	liver cancer	1.0	8.0	1.0	0.0			1.219e-06	
ENSG00000181804	SLC9A9	liver cancer	0.0	1.0	1.0	10.0				0.124
ENSG00000181826	RELL1	liver cancer	0.0	6.0	4.0	0.0				0.07348
ENSG00000181827	RFX7	liver cancer	0.0	2.0	6.0	4.0				0.09581
ENSG00000181830	SLC35C1	liver cancer	5.0	1.0	1.0	5.0				0.09404
ENSG00000181852	RNF41	liver cancer	1.0	2.0	1.0	7.0			0.0006494	
ENSG00000181856	SLC2A4	liver cancer	0.0	0.0	0.0	11.0		0.01704		
ENSG00000181873	IBA57	liver cancer	0.0	0.0	1.0	11.0				0.1031
ENSG00000181885	CLDN7	liver cancer	5.0	0.0	0.0	4.0		0.03415		
ENSG00000181894	ZNF329	liver cancer	2.0	6.0	3.0	1.0				0.01265
ENSG00000181896	ZNF101	liver cancer	0.0	0.0	2.0	10.0				0.2434
ENSG00000181904	C5orf24	liver cancer	8.0	2.0	0.0	0.0				0.03274
ENSG00000181915	ADO	liver cancer	0.0	3.0	5.0	4.0			8.015e-05	
ENSG00000181924	COA4	liver cancer	4.0	5.0	1.0	2.0				0.003644
ENSG00000181938	GINS3	liver cancer	0.0	5.0	3.0	4.0				0.000175
ENSG00000181982	CCDC149	liver cancer	0.0	1.0	3.0	7.0				9.707e-05
ENSG00000181991	MRPS11	liver cancer	6.0	6.0	0.0	0.0				0.3451
ENSG00000182010	RTKN2	liver cancer	0.0	2.0	0.0	10.0				6.657e-05
ENSG00000182013	PNMA8A	liver cancer	0.0	12.0	0.0	0.0				0.112
ENSG00000182022	CHST15	liver cancer	3.0	6.0	1.0	1.0				0.1898
ENSG00000182035	ADIG	liver cancer	2.0	2.0	3.0	4.0		0.007689		
ENSG00000182040	USH1G	liver cancer	0.0	2.0	2.0	8.0				0.0005588
ENSG00000182050	MGAT4C	liver cancer	0.0	0.0	0.0	10.0		0.005938		
ENSG00000182054	IDH2	liver cancer	2.0	6.0	1.0	2.0		0.03834		
ENSG00000182087	TMEM259	liver cancer	0.0	8.0	1.0	3.0				0.0277
ENSG00000182093	GET1	liver cancer	8.0	4.0	0.0	0.0				0.06857
ENSG00000182095	TNRC18	liver cancer	1.0	5.0	1.0	3.0				0.01129
ENSG00000182103	FAM181B	liver cancer	0.0	0.0	0.0	12.0		0.1153		
ENSG00000182107	TMEM30B	liver cancer	3.0	3.0	2.0	2.0		0.002447		
ENSG00000182108	DEXI	liver cancer	0.0	9.0	2.0	1.0		0.01186		
ENSG00000182117	NOP10	liver cancer	4.0	2.0	4.0	2.0				0.008114
ENSG00000182118	FAM89A	liver cancer	3.0	8.0	0.0	0.0				0.01977
ENSG00000182132	KCNIP1	liver cancer	1.0	9.0	1.0	1.0		0.01252		
ENSG00000182134	TDRKH	liver cancer	0.0	2.0	5.0	5.0				0.01442
ENSG00000182149	IST1	liver cancer	2.0	2.0	5.0	3.0				0.0211
ENSG00000182150	ERCC6L2	liver cancer	0.0	8.0	4.0	0.0				0.04637
ENSG00000182154	MRPL41	liver cancer	2.0	7.0	2.0	1.0				0.2055
ENSG00000182156	ENPP7	liver cancer	0.0	0.0	0.0	12.0		0.1238		
ENSG00000182158	CREB3L2	liver cancer	6.0	0.0	0.0	4.0				0.05169
ENSG00000182162	P2RY8	liver cancer	0.0	0.0	0.0	12.0	0.0001728			
ENSG00000182173	TSEN54	liver cancer	0.0	3.0	6.0	3.0			8.059e-06	
ENSG00000182175	RGMA	liver cancer	0.0	9.0	1.0	0.0		0.02527		
ENSG00000182179	UBA7	liver cancer	0.0	0.0	4.0	8.0		0.005084		
ENSG00000182180	MRPS16	liver cancer	3.0	8.0	1.0	0.0			4.572e-05	
ENSG00000182183	SHISAL2A	liver cancer	0.0	2.0	1.0	9.0				0.1981
ENSG00000182185	RAD51B	liver cancer	6.0	2.0	2.0	0.0				0.006422
ENSG00000182195	LDOC1	liver cancer	4.0	7.0	0.0	1.0		0.0451		
ENSG00000182196	ARL6IP4	liver cancer	0.0	11.0	0.0	0.0				0.0006484
ENSG00000182197	EXT1	liver cancer	0.0	4.0	5.0	3.0				0.1991
ENSG00000182199	SHMT2	liver cancer	1.0	6.0	2.0	3.0				0.01578
ENSG00000182208	MOB2	liver cancer	0.0	4.0	5.0	3.0				0.001056
ENSG00000182220	ATP6AP2	liver cancer	2.0	3.0	2.0	4.0				0.001625
ENSG00000182224	CYB5D1	liver cancer	1.0	4.0	4.0	3.0		0.1121		
ENSG00000182240	BACE2	liver cancer	2.0	3.0	1.0	5.0				0.02577
ENSG00000182247	UBE2E2	liver cancer	0.0	5.0	6.0	1.0				0.009189
ENSG00000182253	SYNM	liver cancer	0.0	0.0	0.0	10.0				0.03519
ENSG00000182256	GABRG3	liver cancer	0.0	0.0	3.0	7.0				0.002332
ENSG00000182263	FIGN	liver cancer	2.0	9.0	1.0	0.0				0.005229
ENSG00000182264	IZUMO1	liver cancer	0.0	0.0	0.0	12.0				0.0349
ENSG00000182272	B4GALNT4	liver cancer	1.0	3.0	3.0	4.0		0.1451		
ENSG00000182287	AP1S2	liver cancer	0.0	3.0	5.0	4.0				0.002032
ENSG00000182307	C8orf33	liver cancer	0.0	2.0	6.0	3.0			0.0008947	
ENSG00000182308	DCAF4L1	liver cancer	0.0	0.0	0.0	11.0				0.0004637
ENSG00000182318	ZSCAN22	liver cancer	4.0	5.0	3.0	0.0				0.002466
ENSG00000182326	C1S	liver cancer	0.0	0.0	1.0	11.0	0.0007725			
ENSG00000182327	GLTPD2	liver cancer	0.0	0.0	0.0	12.0		0.1401		
ENSG00000182329	KIAA2012	liver cancer	0.0	0.0	0.0	10.0		0.01931		
ENSG00000182359	KBTBD3	liver cancer	0.0	0.0	1.0	11.0				0.04091
ENSG00000182362	YBEY	liver cancer	2.0	6.0	3.0	1.0				0.07987
ENSG00000182378	PLCXD1	liver cancer	3.0	7.0	1.0	1.0				0.001467
ENSG00000182389	CACNB4	liver cancer	0.0	4.0	7.0	1.0		0.3699		
ENSG00000182400	TRAPPC6B	liver cancer	0.0	4.0	5.0	3.0				0.03788
ENSG00000182405	PGBD4	liver cancer	0.0	0.0	5.0	6.0		0.11		
ENSG00000182446	NPLOC4	liver cancer	1.0	10.0	1.0	0.0			1.163e-05	
ENSG00000182459	TEX19	liver cancer	0.0	0.0	2.0	9.0				4.509e-05
ENSG00000182463	TSHZ2	liver cancer	0.0	1.0	1.0	9.0				0.4304
ENSG00000182473	EXOC7	liver cancer	0.0	4.0	6.0	1.0				0.02373
ENSG00000182481	KPNA2	liver cancer	4.0	6.0	0.0	2.0			2.119e-10	
ENSG00000182484	WASH6P	liver cancer	0.0	4.0	4.0	1.0				0.01529
ENSG00000182492	BGN	liver cancer	1.0	3.0	1.0	5.0		0.132		
ENSG00000182504	CEP97	liver cancer	0.0	0.0	3.0	8.0				0.002014
ENSG00000182508	LHFPL1	liver cancer	1.0	0.0	5.0	6.0				0.1545
ENSG00000182511	FES	liver cancer	2.0	2.0	2.0	6.0				0.1741
ENSG00000182512	GLRX5	liver cancer	2.0	10.0	0.0	0.0				0.1287
ENSG00000182518	FAM104B	liver cancer	1.0	9.0	1.0	1.0			0.0002231	
ENSG00000182534	MXRA7	liver cancer	0.0	0.0	0.0	12.0			0.0004701	
ENSG00000182541	LIMK2	liver cancer	0.0	3.0	4.0	4.0				0.04021
ENSG00000182544	MFSD5	liver cancer	1.0	2.0	2.0	5.0			1.429e-06	
ENSG00000182545	RNASE10	liver cancer	0.0	0.0	5.0	7.0				0.005032
ENSG00000182551	ADI1	liver cancer	1.0	8.0	2.0	0.0		0.001162		
ENSG00000182552	RWDD4	liver cancer	1.0	5.0	3.0	2.0				0.1132
ENSG00000182557	SPNS3	liver cancer	0.0	1.0	4.0	7.0		0.02864		
ENSG00000182566	CLEC4G	liver cancer	0.0	0.0	0.0	10.0		0.07976		
ENSG00000182568	SATB1	liver cancer	0.0	0.0	0.0	10.0		0.2155		
ENSG00000182578	CSF1R	liver cancer	1.0	1.0	7.0	2.0				0.1027
ENSG00000182580	EPHB3	liver cancer	0.0	0.0	1.0	9.0				0.08349
ENSG00000182583	VCX	liver cancer	0.0	0.0	0.0	10.0				0.001174
ENSG00000182600	SNORC	liver cancer	0.0	0.0	2.0	10.0		0.3065		
ENSG00000182606	TRAK1	liver cancer	1.0	9.0	2.0	0.0				0.01799
ENSG00000182621	PLCB1	liver cancer	0.0	0.0	0.0	11.0				0.0001272
ENSG00000182628	SKA2	liver cancer	0.0	0.0	1.0	10.0				0.0077
ENSG00000182667	NTM	liver cancer	0.0	1.0	4.0	6.0				0.009994
ENSG00000182670	TTC3	liver cancer	0.0	4.0	7.0	1.0				0.08518
ENSG00000182676	PPP1R27	liver cancer	0.0	3.0	4.0	5.0		0.1373		
ENSG00000182687	GALR2	liver cancer	0.0	4.0	5.0	3.0				0.03487
ENSG00000182700	IGIP	liver cancer	0.0	0.0	1.0	10.0				0.1278
ENSG00000182704	TSKU	liver cancer	6.0	4.0	1.0	1.0				0.3084
ENSG00000182718	ANXA2	liver cancer	2.0	6.0	1.0	2.0			2.539e-05	
ENSG00000182732	RGS6	liver cancer	8.0	1.0	0.0	0.0		0.0001237		
ENSG00000182742	HOXB4	liver cancer	0.0	0.0	0.0	12.0		0.0265		
ENSG00000182749	PAQR7	liver cancer	3.0	2.0	2.0	5.0			0.0001142	
ENSG00000182752	PAPPA	liver cancer	0.0	0.0	0.0	11.0				0.1133
ENSG00000182768	NGRN	liver cancer	0.0	2.0	3.0	7.0				0.02939
ENSG00000182774	RPS17	liver cancer	0.0	10.0	2.0	0.0				0.2293
ENSG00000182782	HCAR2	liver cancer	0.0	0.0	4.0	8.0				0.003333
ENSG00000182793	GSTA5	liver cancer	6.0	2.0	2.0	0.0		0.01973		
ENSG00000182795	C1orf116	liver cancer	4.0	3.0	3.0	1.0		0.3274		
ENSG00000182798	MAGEB17	liver cancer	6.0	5.0	1.0	0.0				0.03562
ENSG00000182809	CRIP2	liver cancer	0.0	1.0	1.0	10.0		0.01629		
ENSG00000182810	DDX28	liver cancer	0.0	3.0	4.0	4.0				0.08464
ENSG00000182827	ACBD3	liver cancer	4.0	5.0	1.0	2.0				0.02783
ENSG00000182831	HAPSTR1	liver cancer	0.0	0.0	0.0	12.0				0.1372
ENSG00000182836	PLCXD3	liver cancer	0.0	1.0	1.0	10.0		0.04902		
